Time,Bgn Entity,Bgn Pos LLA_DD,End Entity,End Pos LLA_DD,Earth Model,Az(M),Az(T),El,Cmp(T),Dist,Rng,Alt,Dist(B),Rng(B)
173 2015 11:01:46.783,origin,,Target_1,,WGS84,,304.5,,,,37852.3,350,,
173 2015 11:01:46.783,origin,,Target_2,,WGS84,,303.3,,,,38211.2,350,,
173 2015 11:01:46.783,origin,,Target_3,,WGS84,,322.3,,,,13898,15,,
173 2015 11:01:46.783,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:46.783,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:46.783,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:47.857,origin,,Target_1,,WGS84,,304.1,,,,37726.7,350,,
173 2015 11:01:47.857,origin,,Target_2,,WGS84,,303,,,,38091.1,350,,
173 2015 11:01:47.857,origin,,Target_3,,WGS84,,322.3,,,,13560.9,15,,
173 2015 11:01:47.857,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:47.857,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:47.857,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:48.96,origin,,Target_1,,WGS84,,303.8,,,,37597.3,350,,
173 2015 11:01:48.96,origin,,Target_2,,WGS84,,302.7,,,,37967.8,350,,
173 2015 11:01:48.96,origin,,Target_3,,WGS84,,322.3,,,,13214.9,15,,
173 2015 11:01:48.96,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:48.96,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:48.96,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:50.083,origin,,Target_1,,WGS84,,303.5,,,,37465,350,,
173 2015 11:01:50.083,origin,,Target_2,,WGS84,,302.3,,,,37842.1,350,,
173 2015 11:01:50.083,origin,,Target_3,,WGS84,,322.4,,,,12862.9,15,,
173 2015 11:01:50.083,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:50.083,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:50.083,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:51.161,origin,,Target_1,,WGS84,,303.2,,,,37337.1,350,,
173 2015 11:01:51.161,origin,,Target_2,,WGS84,,302,,,,37720.7,350,,
173 2015 11:01:51.161,origin,,Target_3,,WGS84,,322.4,,,,12524.5,15,,
173 2015 11:01:51.161,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:51.161,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:51.161,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:52.295,origin,,Target_1,,WGS84,,302.8,,,,37202.2,350,,
173 2015 11:01:52.295,origin,,Target_2,,WGS84,,301.7,,,,37592.7,350,,
173 2015 11:01:52.295,origin,,Target_3,,WGS84,,322.4,,,,12168.9,15,,
173 2015 11:01:52.295,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:52.295,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:52.295,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:53.426,origin,,Target_1,,WGS84,,302.4,,,,37066.9,350,,
173 2015 11:01:53.426,origin,,Target_2,,WGS84,,301.3,,,,37464.4,350,,
173 2015 11:01:53.426,origin,,Target_3,,WGS84,,322.5,,,,11813.9,15,,
173 2015 11:01:53.426,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:53.426,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:53.426,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:54.595,origin,,Target_1,,WGS84,,302.1,,,,36926.7,350,,
173 2015 11:01:54.595,origin,,Target_2,,WGS84,,300.9,,,,37331.5,350,,
173 2015 11:01:54.595,origin,,Target_3,,WGS84,,322.5,,,,11447.1,15,,
173 2015 11:01:54.595,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:54.595,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:54.595,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:55.78,origin,,Target_1,,WGS84,,301.7,,,,36784.2,350,,
173 2015 11:01:55.78,origin,,Target_2,,WGS84,,300.5,,,,37196.4,350,,
173 2015 11:01:55.78,origin,,Target_3,,WGS84,,322.5,,,,11075.5,15,,
173 2015 11:01:55.78,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:55.78,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:55.78,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:56.996,origin,,Target_1,,WGS84,,301.3,,,,36637.6,350,,
173 2015 11:01:56.996,origin,,Target_2,,WGS84,,300.1,,,,37057.5,350,,
173 2015 11:01:56.996,origin,,Target_3,,WGS84,,322.6,,,,10693.8,15,,
173 2015 11:01:56.996,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:56.996,origin,,Target_5,,WGS84,,314.8,,,,4643.8,144.5,,
173 2015 11:01:56.996,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:58.194,origin,,Target_1,,WGS84,,300.8,,,,36493,350,,
173 2015 11:01:58.194,origin,,Target_2,,WGS84,,299.7,,,,36920.6,350,,
173 2015 11:01:58.194,origin,,Target_3,,WGS84,,322.6,,,,10318.2,15,,
173 2015 11:01:58.194,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:58.194,origin,,Target_5,,WGS84,,314.5,,,,4727.1,218.1,,
173 2015 11:01:58.194,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:59.412,origin,,Target_1,,WGS84,,300.4,,,,36345.9,350,,
173 2015 11:01:59.412,origin,,Target_2,,WGS84,,299.3,,,,36781.3,350,,
173 2015 11:01:59.412,origin,,Target_3,,WGS84,,322.7,,,,9936.1,15,,
173 2015 11:01:59.412,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:59.412,origin,,Target_5,,WGS84,,313.8,,,,4975.4,290.3,,
173 2015 11:01:59.412,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:00.626,origin,,Target_1,,WGS84,,300,,,,36199.2,350,,
173 2015 11:02:00.626,origin,,Target_2,,WGS84,,298.9,,,,36642.5,350,,
173 2015 11:02:00.626,origin,,Target_3,,WGS84,,322.7,,,,9555.2,14.8,,
173 2015 11:02:00.626,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:00.626,origin,,Target_5,,WGS84,,312.7,,,,5431.2,396.9,,
173 2015 11:02:00.626,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:01.811,origin,,Target_1,,WGS84,,299.5,,,,36056.2,350,,
173 2015 11:02:01.811,origin,,Target_2,,WGS84,,298.4,,,,36507.2,350,,
173 2015 11:02:01.811,origin,,Target_3,,WGS84,,322.8,,,,9183.5,11.4,,
173 2015 11:02:01.811,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:01.811,origin,,Target_5,,WGS84,,311.4,,,,6070.6,497.8,,
173 2015 11:02:01.811,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:03.004,origin,,Target_1,,WGS84,,299.1,,,,35912.4,350,,
173 2015 11:02:03.004,origin,,Target_2,,WGS84,,298,,,,36371.2,350,,
173 2015 11:02:03.004,origin,,Target_3,,WGS84,,322.9,,,,8809.1,9.4,,
173 2015 11:02:03.004,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:03.004,origin,,Target_5,,WGS84,,310.1,,,,6914.4,557.4,,
173 2015 11:02:03.004,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:04.195,origin,,Target_1,,WGS84,,298.6,,,,35769.2,350,,
173 2015 11:02:04.195,origin,,Target_2,,WGS84,,297.5,,,,36236,350,,
173 2015 11:02:04.195,origin,,Target_3,,WGS84,,322.9,,,,8435.5,8.3,,
173 2015 11:02:04.195,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:04.195,origin,,Target_5,,WGS84,,308.9,,,,7950.5,542.7,,
173 2015 11:02:04.195,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:05.407,origin,,Target_1,,WGS84,,298.1,,,,35624,350,,
173 2015 11:02:05.407,origin,,Target_2,,WGS84,,297.1,,,,36098.8,350,,
173 2015 11:02:05.407,origin,,Target_3,,WGS84,,322.9,,,,8055,7.7,,
173 2015 11:02:05.407,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:05.407,origin,,Target_5,,WGS84,,307.8,,,,8995.1,461.8,,
173 2015 11:02:05.407,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:06.611,origin,,Target_1,,WGS84,,297.6,,,,35480.4,350,,
173 2015 11:02:06.611,origin,,Target_2,,WGS84,,296.6,,,,35963.3,350,,
173 2015 11:02:06.611,origin,,Target_3,,WGS84,,323,,,,7677.1,7.4,,
173 2015 11:02:06.611,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:06.611,origin,,Target_5,,WGS84,,306.4,,,,9909.8,349.2,,
173 2015 11:02:06.611,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:07.802,origin,,Target_1,,WGS84,,297.2,,,,35339.1,350,,
173 2015 11:02:07.802,origin,,Target_2,,WGS84,,296.1,,,,35829.9,350,,
173 2015 11:02:07.802,origin,,Target_3,,WGS84,,322.9,,,,7303,7.2,,
173 2015 11:02:07.802,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:07.802,origin,,Target_5,,WGS84,,305.3,,,,10737.2,223.2,,
173 2015 11:02:07.802,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:09.016,origin,,Target_1,,WGS84,,296.6,,,,35195.9,350,,
173 2015 11:02:09.016,origin,,Target_2,,WGS84,,295.6,,,,35694.8,350,,
173 2015 11:02:09.016,origin,,Target_3,,WGS84,,322.9,,,,6921.7,7.1,,
173 2015 11:02:09.016,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:09.016,origin,,Target_5,,WGS84,,304.7,,,,11517.2,91,,
173 2015 11:02:09.016,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:10.222,origin,,Target_1,,WGS84,,296.1,,,,35054.8,350,,
173 2015 11:02:10.222,origin,,Target_2,,WGS84,,295.1,,,,35561.8,350,,
173 2015 11:02:10.222,origin,,Target_3,,WGS84,,322.9,,,,6543.1,7.1,,
173 2015 11:02:10.222,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:10.222,origin,,Target_5,,WGS84,,304.1,,,,11895.9,22.1,,
173 2015 11:02:10.222,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:11.388,origin,,Target_1,,WGS84,,295.6,,,,34919.4,350,,
173 2015 11:02:11.388,origin,,Target_2,,WGS84,,294.6,,,,35434.4,350,,
173 2015 11:02:11.388,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:11.388,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:11.388,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:11.388,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:12.505,origin,,Target_1,,WGS84,,295.1,,,,34791,350,,
173 2015 11:02:12.505,origin,,Target_2,,WGS84,,294.1,,,,35313.5,350,,
173 2015 11:02:12.505,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:12.505,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:12.505,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:12.505,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:13.637,origin,,Target_1,,WGS84,,294.6,,,,34662,350,,
173 2015 11:02:13.637,origin,,Target_2,,WGS84,,293.6,,,,35192.2,350,,
173 2015 11:02:13.637,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:13.637,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:13.637,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:13.637,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:14.753,origin,,Target_1,,WGS84,,294.1,,,,34536.3,350,,
173 2015 11:02:14.753,origin,,Target_2,,WGS84,,293.1,,,,35074,350,,
173 2015 11:02:14.753,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:14.753,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:14.753,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:14.753,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:15.866,origin,,Target_1,,WGS84,,293.5,,,,34412.4,350,,
173 2015 11:02:15.866,origin,,Target_2,,WGS84,,292.6,,,,34957.6,350,,
173 2015 11:02:15.866,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:15.866,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:15.866,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:15.866,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:16.967,origin,,Target_1,,WGS84,,293,,,,34291.4,350,,
173 2015 11:02:16.967,origin,,Target_2,,WGS84,,292,,,,34844.1,350,,
173 2015 11:02:16.967,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:16.967,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:16.967,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:16.967,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:18.048,origin,,Target_1,,WGS84,,292.5,,,,34174.4,350,,
173 2015 11:02:18.048,origin,,Target_2,,WGS84,,291.5,,,,34734.3,350,,
173 2015 11:02:18.048,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:18.048,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:18.048,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:18.048,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:19.148,origin,,Target_1,,WGS84,,291.9,,,,34057.1,350,,
173 2015 11:02:19.148,origin,,Target_2,,WGS84,,291,,,,34624.4,350,,
173 2015 11:02:19.148,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:19.148,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:19.148,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:19.148,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:20.234,origin,,Target_1,,WGS84,,291.4,,,,33943.2,350,,
173 2015 11:02:20.234,origin,,Target_2,,WGS84,,290.4,,,,34517.8,350,,
173 2015 11:02:20.234,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:20.234,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:20.234,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:20.234,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:21.328,origin,,Target_1,,WGS84,,290.8,,,,33830.6,350,,
173 2015 11:02:21.328,origin,,Target_2,,WGS84,,289.9,,,,34412.5,350,,
173 2015 11:02:21.328,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:21.328,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:21.328,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:21.328,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:22.422,origin,,Target_1,,WGS84,,290.2,,,,33720.2,350,,
173 2015 11:02:22.422,origin,,Target_2,,WGS84,,289.3,,,,34309.4,350,,
173 2015 11:02:22.422,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:22.422,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:22.422,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:22.422,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:23.518,origin,,Target_1,,WGS84,,289.7,,,,33611.9,350,,
173 2015 11:02:23.518,origin,,Target_2,,WGS84,,288.8,,,,34208.4,350,,
173 2015 11:02:23.518,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:23.518,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:23.518,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:23.518,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:24.611,origin,,Target_1,,WGS84,,289.1,,,,33506.5,350,,
173 2015 11:02:24.611,origin,,Target_2,,WGS84,,288.2,,,,34110.1,350,,
173 2015 11:02:24.611,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:24.611,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:24.611,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:24.611,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:25.68,origin,,Target_1,,WGS84,,288.5,,,,33405.8,350,,
173 2015 11:02:25.68,origin,,Target_2,,WGS84,,287.6,,,,34016.5,350,,
173 2015 11:02:25.68,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:25.68,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:25.68,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:25.68,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:26.775,origin,,Target_1,,WGS84,,287.9,,,,33305.5,350,,
173 2015 11:02:26.775,origin,,Target_2,,WGS84,,287,,,,33923.3,350,,
173 2015 11:02:26.775,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:26.775,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:26.775,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:26.775,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:27.86,origin,,Target_1,,WGS84,,287.2,,,,33209.1,350,,
173 2015 11:02:27.86,origin,,Target_2,,WGS84,,286.4,,,,33833.8,350,,
173 2015 11:02:27.86,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:27.86,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:27.86,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:27.86,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:28.944,origin,,Target_1,,WGS84,,286.6,,,,33116,350,,
173 2015 11:02:28.944,origin,,Target_2,,WGS84,,285.8,,,,33747.3,350,,
173 2015 11:02:28.944,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:28.944,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:28.944,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:28.944,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:30.043,origin,,Target_1,,WGS84,,286,,,,33025.4,350,,
173 2015 11:02:30.043,origin,,Target_2,,WGS84,,285.2,,,,33663,350,,
173 2015 11:02:30.043,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:30.043,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:30.043,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:30.043,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:31.152,origin,,Target_1,,WGS84,,285.3,,,,32938.2,350,,
173 2015 11:02:31.152,origin,,Target_2,,WGS84,,284.5,,,,33581.8,350,,
173 2015 11:02:31.152,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:31.152,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:31.152,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:31.152,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:32.243,origin,,Target_1,,WGS84,,284.7,,,,32856.3,350,,
173 2015 11:02:32.243,origin,,Target_2,,WGS84,,283.9,,,,33505.9,350,,
173 2015 11:02:32.243,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:32.243,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:32.243,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:32.243,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:33.333,origin,,Target_1,,WGS84,,284.1,,,,32778.8,350,,
173 2015 11:02:33.333,origin,,Target_2,,WGS84,,283.3,,,,33434.2,350,,
173 2015 11:02:33.333,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:33.333,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:33.333,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:33.333,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:34.429,origin,,Target_1,,WGS84,,283.4,,,,32705,350,,
173 2015 11:02:34.429,origin,,Target_2,,WGS84,,282.6,,,,33366.2,350,,
173 2015 11:02:34.429,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:34.429,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:34.429,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:34.429,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:35.507,origin,,Target_1,,WGS84,,282.8,,,,32636.5,350,,
173 2015 11:02:35.507,origin,,Target_2,,WGS84,,282,,,,33303.3,350,,
173 2015 11:02:35.507,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:35.507,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:35.507,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:35.507,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:36.578,origin,,Target_1,,WGS84,,282.1,,,,32572.6,350,,
173 2015 11:02:36.578,origin,,Target_2,,WGS84,,281.4,,,,33244.8,350,,
173 2015 11:02:36.578,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:36.578,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:36.578,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:36.578,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:37.649,origin,,Target_1,,WGS84,,281.5,,,,32512.7,350,,
173 2015 11:02:37.649,origin,,Target_2,,WGS84,,280.7,,,,33190.4,350,,
173 2015 11:02:37.649,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:37.649,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:37.649,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:37.649,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:38.724,origin,,Target_1,,WGS84,,280.8,,,,32456.8,350,,
173 2015 11:02:38.724,origin,,Target_2,,WGS84,,280.1,,,,33139.8,350,,
173 2015 11:02:38.724,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:38.724,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:38.724,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:38.724,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:39.809,origin,,Target_1,,WGS84,,280.2,,,,32404.4,350,,
173 2015 11:02:39.809,origin,,Target_2,,WGS84,,279.5,,,,33092.9,350,,
173 2015 11:02:39.809,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:39.809,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:39.809,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:39.809,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:40.885,origin,,Target_1,,WGS84,,279.5,,,,32356.7,350.7,,
173 2015 11:02:40.885,origin,,Target_2,,WGS84,,278.8,,,,33050.5,350,,
173 2015 11:02:40.885,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:40.885,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:40.885,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:40.885,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:41.963,origin,,Target_1,,WGS84,,278.9,,,,32311.1,358.7,,
173 2015 11:02:41.963,origin,,Target_2,,WGS84,,278.2,,,,33012.1,350.3,,
173 2015 11:02:41.963,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:41.963,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:41.963,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:41.963,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:43.022,origin,,Target_1,,WGS84,,278.3,,,,32267.2,377.5,,
173 2015 11:02:43.022,origin,,Target_2,,WGS84,,277.6,,,,32976.8,356.2,,
173 2015 11:02:43.022,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:43.022,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:43.022,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
